ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	alias
	6a9461e	344e4d0bdd45858d64eb3f45fefa6a59	91d8d172	Air Genasi	Sage	2022-06-17T15:01:14Z	Cleric 3	Cleric	Knowledge Domain	3		30	18	9	14	18	15	20	9		Arcana|History|Investigation|Insight|Medicine|Perception	Mace	Guidance*0|Shocking Grasp*0|Thaumaturgy*0|Toll The Dead*0|Command*1|Identify*1|Featherfall*1|Bane*1|Bless*1|Ceremony*1|Create Or Destroy Water*1|Cure Wounds*1|Detect Evil And Good*1|Detect Magic*1|Detect Poison And Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good*1|Purift Food and Drink*1|Sanctuary*1|Shield Of Faith*1|Augury*2|Suggestion*2|Aid*2|Blindness/Deafness*2|Borrowed Knowledge*2|Calm Emotions*2|Continual Flame*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer Of Healing*2|Protection from Poison*2|Silence*2|Spiritual Weapon*2|Warding Bond*2|Zone Of Truth*2	Wis		Canada	CA		NA	NA	Genasi	Guidance*0|Shocking Grasp*0|Thaumaturgy*0|Toll the Dead*0|Command*1|Identify*1|Feather Fall*1|Bane*1|Bless*1|Ceremony*1|Create or Destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1|Augury*2|Suggestion*2|Aid*2|Blindness/Deafness*2|*|Calm Emotions*2|Continual Flame*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer of Healing*2|Protection from Poison*2|Silence*2|Spiritual Weapon*2|Warding Bond*2|Zone of Truth*2	Mace	boring_snyder
5359c34	8016343	a5b84aea425c17fa7f00364a2fa1b94f	40045d95	Elephantine	Knight	2022-06-17T00:06:36Z	Paladin 3	Paladin	Oath of the Crown	3		28	12	14	10	14	11	13	14		Religion|Insight|Intimidation|Persuasion	Warhammer	Command*1|Compelled Duel*1	Cha	fighting style/Blessed Warrior	NA	NA		NA	NA	Loxodon	Command*1|Compelled Duel*1	Warhammer	vigilant_fermi
351a831	8dc9450	c827f58bb90bf7fa5b2f164b137880b6	b7189195	Rock Gnome	Sage	2022-06-12T01:55:40Z	Wizard 3	Wizard	School of Divination	3		17	12	6	15	13	18	10	8		Arcana|History|Investigation|Insight	Dagger|Fire Bolt	Prestidigitation*0|Minor Illusion*0|Fire Bolt*0|Charm Person*1|Comprehend Languages (Ritual)*1|Detect Magic (Ritual)*1|Find Familiar (Ritual)*1|Mage Armor*1|Shield*1|Disguise Self*1|Sleep*1|Web*2|Misty Step*2	Int		United States	US		NA	NA	Gnome	Prestidigitation*0|Minor Illusion*0|Fire Bolt*0|Charm Person*1|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Mage Armor*1|Shield*1|Disguise Self*1|Sleep*1|Web*2|Misty Step*2	Dagger|	gallant_fermi
d2b071b	f1530a0	4cd78a4aa56eef571488a4e772ee3a56	d695ee72	Lineage - Glas	Noble	2022-06-11T00:18:18Z	Rogue 3	Rogue	Soulknife	3		28	16	12	18	16	15	12	15		Sleight of Hand|Stealth|History|Investigation|Perception|Deception|Persuasion	Shortsword|Shortsword|Dagger		Int	expertise/Persuasion*Deception	Brazil	BR		NA	NA	Tiefling		Shortsword|Shortsword|Dagger	frosty_galois
4cbe019	a906fcb	92c07274820304c85cfbed3062f38341	749db01d	Gem	Outlander	2022-06-11T00:15:27Z	Barbarian 3	Barbarian	Path of the Totem Warrior	3		38	18	20	18	18	14	16	8	Neutro Caótico	Athletics|Animal Handling|Perception|Survival|Intimidation	Greataxe|Handaxe		Int		Brazil	BR		NA	NA	Dragonborn		Greataxe|Handaxe	cocky_allen
f637bd9	d3353cc	35d01c4068bf208a2b1301882ce7b70b	f34f760f	Air Genasi	Cloistered Scholar	2022-06-06T17:49:24Z	Bard 3	Bard	College of Eloquence	3		24	12	14	12	14	10	12	14		Arcana|History|Insight|Perception|Performance	Dagger|Dagger		Cha	expertise/Performance*History	Canada	CA		NA	NA	Genasi		Dagger|Dagger	blissful_khayyam
	e185e70	0eff4504ee5b49f256696a96d2973cc3	28c5c713	Human	Criminal	2022-05-31T13:41:11Z	Cleric 3	Cleric	Death Domain	3	Fighting Initiate	27	18	14	14	16	12	19	12		Stealth|Religion|Insight|Medicine|Deception	Dagger|Longsword	Guidance*0|Spare The Dying*0|Toll The Dead*0|Chill Touch*0|False Life*1|Ray of Sickness*1|Bane*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Shield Of Faith*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Hold Person*2|Spiritual Weapon*2	Wis	fighting style/Blind Fighting	Canada	CA		NA	NA	Human	Guidance*0|Spare the Dying*0|Toll the Dead*0|Chill Touch*0|False Life*1|Ray of Sickness*1|Bane*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Shield of Faith*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Hold Person*2|Spiritual Weapon*2	Dagger|Longsword	sweet_germain
	1775830	02111a9dd77864f0762025aa496e9b08	32e6f69f	Goliath	Barbarian Tribe Member	2022-05-29T16:35:17Z	Barbarian 3	Barbarian	Path of the Totem Warrior	3		33	13	15	12	14	8	12	12	Neutral Good	Athletics|Nature|Animal Handling|Perception|Survival	Greatsword|Handaxe|Javelin		Int		Canada	CA	NG	NA	NA	Goliath		Greatsword|Handaxe|Javelin	focused_elbakyan
d561c79	c6b21f6	3e0e9aefa372dfcaf6e50adeadb03f9a	c889d665	Fairy	Entertainer	2022-05-26T02:40:57Z	Ranger 3	Ranger	Fey Wanderer	3		36	15	9	18	14	11	12	13		Acrobatics|Investigation|Nature|Animal Handling|Deception|Performance	Shortsword|Longbow	Speak with Animals*1|Charm Person*1	Wis	fighting style/Druidic Warrior|optional favored enemy/Favored Enemy|expertise/Investigation|optional natural explorer/Canny|optional primeval awareness/Primal Awareness	United States	US		NA	NA		Speak with Animals*1|Charm Person*1	Shortsword|Longbow	objective_aryabhata
e202507	6081641	caaedcb06dbf40f4fe0bd0ab6e75bee3	35c058a6	Wood Elf	Hermit	2022-05-21T02:10:10Z	Monk 3	Monk	Way of the Drunken Master	3		16	17	11	19	12	10	16	13		Athletics|Acrobatics|Religion|Medicine|Perception|Performance	Quarterstaff|Dart|Unarmed strike|Sling		Int		United States	US		NA	NA	Elf		Quarterstaff|Dart|Unarmed Strike|Sling	festive_kare
d6b1461	1f1397a	bcbda0312484c87146a1ca1edcc1459e	ad776e98	Custom - Desert Lizardfolk 	Folk Hero	2022-05-20T12:40:17Z	Paladin 3	Paladin	Oath of the Crown	3	Crossbow Expert	22	16	11	17	10	10	14	14	LG	Sleight of Hand|Animal Handling|Survival|Intimidation|Persuasion	Crossbow, hand|Crossbow, hand|Dagger	Guidance *0|Thaumaturgy *0|Command*1|Compelled Duel*1|Cure Wounds*1|Protection From Good And Evil*1|Shield Of Faith *1	Cha	fighting style/Blessed Warrior|custom lineage variable trait/Skill	United Kingdom	GB	LG	NA	NA		Guidance*0|Thaumaturgy*0|Command*1|Compelled Duel*1|Cure Wounds*1|Protection from Evil and Good*1|Shield of Faith*1	Crossbow, hand|Crossbow, hand|Dagger	elated_edison
f859e71	1ef088f	f432a43988dba276ef3d516c5b32e3d1	f373924a	Human	Haunted One	2022-05-19T14:17:18Z	Cleric 3	Cleric	Grave Domain	3	Keen Mind	21	17	10	12	12	15	18	16		History|Investigation|Religion|Medicine|Persuasion	Mace|Quarterstaff	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2	Wis		Canada	CA		NA	NA	Human	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2	Mace|Quarterstaff	jovial_rhodes
b2f5a65	c6b21f6	255da6e83d518ede687cdb1b193fafb6	c8971d97	Scourge Aasimar	Soldier	2022-05-16T20:23:40Z	Paladin 3	Paladin	Oath of the Crown	3		35	18	17	10	15	11	12	19		Athletics|Religion|Intimidation|Persuasion	Longsword|Javelin	Command*1|Compelled Duel*1	Cha	fighting style/Dueling	United States	US		NA	NA	Aasimar	Command*1|Compelled Duel*1	Longsword|Javelin	epic_goldwasser
d6b1461	3beab09	8044094cf727dd8fd1d67a3628f2ce48	cafa909c	Tabaxi	Noble	2022-05-15T15:31:09Z	Sorcerer 3	Sorcerer	Divine Soul	3		17	12	10	15	12	8	14	16		Stealth|History|Perception|Deception|Intimidation|Persuasion	Dagger|Dagger	Bane*1	Cha	metamagic/Subtle Spell*Careful Spell	United Kingdom	GB		NA	NA	Tabaxi	Bane*1	Dagger|Dagger	gallant_proskuriakova
f834c16	a476de0	2d5b761ad6782671c19d18550be27354	88801c4a	Dhampir (Illithid)	Entertainer	2022-05-12T21:26:27Z	Sorcerer 3	Sorcerer	Aberrant Mind	3		25	11	10	13	18	13	9	16	Chaotic Good	Acrobatics|Stealth|Arcana|Insight|Performance|Persuasion	Crossbow, light|Dagger|Bite	Mind Sliver (AM) [Int]*0|Presti*0|Fire Bolt*0|Mage Hand*0|Shape Water*0|Minor Illusion*0|Mending*0|Ray Of Frost*0|Arms of Hadar (AM) [Str]*1|Dissonent Whispers [Wis]*1|Silvery Barbs*1|Chaos Bolt*1|Thunderwave [Con]*1|Healing Word*1|Heroism *1|Faerie Fire*1|Bane*1|Calm Emotions (AM) [Cha]*2|Detect Thoughts (AM)*2|Rimes Binding Ice [Con]*2|Wither And Bloom*2|Phantasmal Force*2|Polymorph [4th]*2|Suggestion*2	Cha	metamagic/Twinned Spell*Quickened Spell	United States	US	CG	NA	NA		*|*|Fire Bolt*0|Mage Hand*0|Shape Water*0|Minor Illusion*0|Mending*0|Ray of Frost*0|Arms of Hadar*1|Dissonant Whispers*1|*|Chaos Bolt*1|Thunderwave*1|Healing Word*1|Heroism*1|Faerie Fire*1|Bane*1|Calm Emotions*2|Detect Thoughts*2|*|*|Phantasmal Force*2|*|Suggestion*2	Crossbow, Light|Dagger|	cranky_feistel
995b5b9	2490ab6	46367e065292ee69e1b276a70c36a325	c67c0d2a	Half-Orc	Cloistered Scholar	2022-05-10T20:04:11Z	Sorcerer 3	Sorcerer	Divine Soul	3		18	10	15	8	15	14	16	17		Arcana|History|Nature|Insight|Intimidation	Quarterstaff|Dagger	Cure Wounds*1	Cha	metamagic/Twinned Spell*Distant Spell	United States	US		NA	NA	Half-Orc	Cure Wounds*1	Quarterstaff|Dagger	upbeat_aryabhata
907b9a4	86b8123	ef1c11bf6e3d4fc7cec2c5f1c983b6b4	fab6a8b1	Human	Sailor	2022-05-09T11:59:29Z	Paladin 3	Paladin	Oath of Redemption	3	Great Weapon Master	25	16	16	10	14	8	12	14		Athletics|Religion|Perception|Intimidation|Persuasion	Pike|Battleaxe|Dagger	Sanctuary*1|Sleep*1	Cha	fighting style/Great Weapon Fighting	Netherlands	NL		NA	NA	Human	Sanctuary*1|Sleep*1	Pike|Battleaxe|Dagger	elated_mendel
c92ce47	51a4311	d2d988425bf016735356349e4e0e298f	99bc55d0	Stout Halfling	Courtier	2022-05-04T23:47:29Z	Paladin 3	Paladin	Oath of Conquest	3		27	16	15	14	16	8	13	8		Athletics|Religion|Insight|Persuasion	Javelin	Armor of Frost*1|Command*1	Cha	fighting style/Great Weapon Fighting	United States	US		NA	NA	Halfling	*|Command*1	Javelin	zen_mayer
96ee1c2	dd77173	f9b4ccb9462045ccd2f733c66f47dc86	0fe3996a	Human	Hermit	2022-05-04T18:42:27Z	Monk 3	Monk	Way of the Drunken Master	3	Mobile	29	13	14	16	16	9	10	10		Athletics|Religion|Insight|Medicine|Performance	Quarterstaff|Dart|Unarmed strike		Int		NA	NA		NA	NA	Human		Quarterstaff|Dart|Unarmed Strike	naughty_aryabhata
9d35d0c	ca4801c	6be28fb5d409e6fe94ddd9b3411a50b2	b0226f79	Goliath	Acolyte	2022-05-01T00:08:27Z	Barbarian 3	Barbarian	Path of Wild Magic	3		45	15	16	14	16	9	9	10		Athletics|Religion|Insight|Perception|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Goliath		Greataxe|Handaxe|Javelin	zen_kepler
9d35d0c	ca4801c	983333c634581f8761d2133e91e1612d	b9edb128	Human	Acolyte	2022-05-01T00:08:14Z	Cleric 3	Cleric	Twilight Domain	3		30	14	14	14	14	10	16	11		Religion|Insight|Medicine|Persuasion	Mace	Faerie Fire*1|Sleep*1|Moonbeam*2|See Invisibility*2	Wis		United States	US		NA	NA	Human	Faerie Fire*1|Sleep*1|Moonbeam*2|See Invisibility*2	Mace	quizzical_zhukovsky
9d35d0c	ca4801c	7708d6eb303c5fa6c4fd26505294d262	d535cb08	Warforged	Soldier	2022-04-30T23:28:10Z	Fighter 3	Fighter	Rune Knight	3		31	17	16	12	17	9	10	10		Athletics|Acrobatics|Perception|Survival|Intimidation	Greatsword|Handaxe		Int	fighting style/Great Weapon Fighting	United States	US		NA	NA	Warforged		Greatsword|Handaxe	silly_kirch
	5b581de	abf505bf7954bcc7891d45f2fb79e412	29aba9d7	Shadow Elf	Folk Hero	2022-04-29T03:10:56Z	Sorcerer 3	Sorcerer	Draconic Bloodline	3		28	15	8	15	17	16	16	14	Chaotic Nutral	Animal Handling|Perception|Survival|Deception|Intimidation	Dagger|Dart|Crossbow, Hand	Fire Bolt*0|Mending*0|Minor Illusion*0|Chill Touch*0|Charm Person*1|Sleep*1|Shield*1|Disquise Self*1|See Invisibilty*2|Invisibilty*2	Cha	metamagic/Extended Spell*Distant Spell	Canada	CA	CN	NA	NA	Elf	Fire Bolt*0|Mending*0|Minor Illusion*0|Chill Touch*0|Charm Person*1|Sleep*1|Shield*1|Disguise Self*1|See Invisibility*2|Invisibility*2	Dagger|Dart|Crossbow, hand	cool_turing
d6b1461	72adf0f	9667308dcf87ae8e6fa53385830150cd	53c611b5	Half-Elf	Soldier	2022-04-28T18:17:28Z	Barbarian 3	Barbarian	Path of the Ancestral Guardian	3		32	14	16	14	14	8	12	12		Athletics|Nature|Animal Handling|Perception|Survival|Intimidation|Persuasion	Greatsword|Handaxe|Javelin		Int		United Kingdom	GB		NA	NA	Half-Elf		Greatsword|Handaxe|Javelin	serene_mccarthy
d6b1461	72adf0f	c02a4f8b92c0214f8a307fe363ecba4d	4db068d3	Custom - Fish in a suit of armour 	Knight	2022-04-28T18:16:29Z	Paladin 3	Paladin	Oath of the Crown	3	Sentinel	19	18	16	13	8	10	12	15		Athletics|Nature|Survival|Intimidation|Persuasion	Longsword|Javelin	Command*1|Compelled Duel*1	Cha	fighting style/Protection|custom lineage variable trait/Skill	United Kingdom	GB		NA	NA	Custom	Command*1|Compelled Duel*1	Longsword|Javelin	crazy_wu
cbe3cca		09490d284b043ff36627b415e40f80e1	15b73fea	Minotaur	Guild Member - Mayhem	2022-04-26T19:59:23Z	Warlock 3	Warlock	The Fiend	3		30	11	19	7	18	10	10	18		Acrobatics|Arcana|Religion|Intimidation|Performance	Crossbow, light|Dagger		Cha	pact boon/Pact of the Blade|eldritch invocations/Agonizing Blast*Armor of Shadows	Canada	CA		NA	NA	Minotaur		Crossbow, Light|Dagger	cranky_neumann
6d2131b	86b8123	d629dabf912822d48d0bc957c5c98c90	027767d9	Human	Sailor	2022-04-23T09:06:44Z	Paladin 3	Paladin	Oath of Redemption	3	Great Weapon Master	22	16	16	13	10	12	8	15		Athletics|Religion|Perception|Intimidation|Persuasion	Pike|Battleaxe|Javelin	Sanctuary*1|Sleep*1	Cha	fighting style/Great Weapon Fighting	Netherlands	NL		NA	NA	Human	Sanctuary*1|Sleep*1	Pike|Battleaxe|Javelin	frosty_davinci
6178b15	72adf0f	3f0e9380791923f22a4aba956db38afd	d0625493	High Elf	Inheritor	2022-04-22T16:35:18Z	Wizard 3	Wizard	Chronurgy	3		18	12	8	15	14	16	12	10	Chaotic Good	Arcana|History|Insight|Perception|Survival	Dagger		Int		United Kingdom	GB	CG	NA	NA	Elf		Dagger	festive_napier
84b82e0	194c45e	a8422bc1fb277b23bdc2620ef00ab9e2	1fda183a	Harefolk	Acolyte	2022-04-19T23:14:21Z	Warlock 3	Warlock	The Celestial	3		15	13	8	15	8	8	16	17		Arcana|History|Religion|Insight|Perception	Crossbow, light|Dagger	Light*0|Sacred Flame*0	Cha	pact boon/Pact of the Tome|eldritch invocations/Agonizing Blast*Mask of Many Faces	NA	NA		NA	NA		Light*0|Sacred Flame*0	Crossbow, Light|Dagger	adoring_burnell
f2ae912	4e11abe	2bcd5a63beb5fa0b622fbf0eae6cb2be	c1c994d4	Warforged	Urban Bounty Hunter	2022-04-16T18:47:12Z	Warlock 3	Warlock	The Hexblade	3		30	16	17	18	17	11	16	14		Stealth|Arcana|Investigation|Deception|Intimidation	Crossbow, light|Dagger		Cha	pact boon/Pact of the Blade|eldritch invocations/Eldritch Spear*Improved Pact Weapon	United States	US		NA	NA	Warforged		Crossbow, Light|Dagger	sad_driscoll
f2ae912	4e11abe	279b3160788f38b7affb557afaf4f5de	28362bf9	Leonine	Mercenary Veteran	2022-04-16T17:45:05Z	Barbarian 3	Barbarian	Path of the Storm Herald	3		45	16	19	17	17	12	16	12		Athletics|Animal Handling|Perception|Survival|Intimidation|Persuasion	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Leonin		Greataxe|Handaxe|Javelin	thirsty_curran
f2ae912	4e11abe	f1a3a71bb4fc481f24b18e60e0317616	c05c8275	Harefolk	Hermit	2022-04-16T17:23:47Z	Monk 3	Monk	Way of the Ascendant Dragon	3		27	18	13	18	12	16	18	13		Acrobatics|Stealth|Religion|Medicine|Perception	Shortsword|Dart|Unarmed strike		Int		United States	US		NA	NA			Shortsword|Dart|Unarmed Strike	upbeat_bartik
f2ae912	4e11abe	d308fddd3f6e048099b8df714d769b90	160f5caa	Kobold	Far Traveler	2022-04-16T16:32:40Z	Artificer 3	Artificer	Battle Smith	3		31	16	17	15	16	18	12	14		Sleight of Hand|Investigation|Insight|Perception	Handaxe|Crossbow, light|Crossbow, light	Heroism*1|Shield*1	Int		United States	US		NA	NA	Kobold	Heroism*1|Shield*1	Handaxe|Crossbow, Light|Crossbow, Light	stoic_wilson
ee92387	2c77c4c	2b3a315812892aa8f3ad38bee96ebac1	ccb87ff3	Aasimar	Courtier	2022-04-16T05:44:14Z	Barbarian 3	Barbarian		3		25	14	17	15	15	12	15	15		Athletics|Insight|Perception|Intimidation|Persuasion	Warhammer|Javelin		Int		NA	NA		NA	NA	Aasimar		Warhammer|Javelin	zealous_edison
c7dc6c6	194c45e	faa23b9b9c52eae5a59bc0d6e881f8a3	ca2e28b7	Harefolk	Acolyte	2022-04-15T18:54:23Z	Warlock 3	Warlock	The Celestial	3		15	14	8	16	8	8	15	17	Neutral Good	Arcana|History|Religion|Insight|Perception	Crossbow, light|Dagger	Eldritch Blast*0|Minor Illusion*0|Cure Wounds*1|Guiding Bolt*1|Comprehend Languages*1|Lesser Restoration*2	Cha	pact boon/Pact of the Talisman|eldritch invocations/Agonizing Blast*Mask of Many Faces	NA	NA	NG	NA	NA		Eldritch Blast*0|Minor Illusion*0|Cure Wounds*1|Guiding Bolt*1|Comprehend Languages*1|Lesser Restoration*2	Crossbow, Light|Dagger	distracted_leavitt
d117e8f	2800bfd	aa49ace00a47eca06dd0c7447963b597	6e520709	Forest Gnome	Sage	2022-04-11T12:52:23Z	Wizard 3	Wizard	School of Conjuration	3		17	12	8	14	12	16	14	12		Arcana|History|Religion|Medicine	Dagger		Int		NA	NA		NA	NA	Gnome		Dagger	eager_brown
	f87c3b7	062f140c8ac4be1dbff0682c630aebe8	a135a5f4	Half-Elf (Drow)	Military	2022-04-10T21:44:58Z	Fighter 3	Fighter	Echo Knight	3		22	18	16	16	13	8	10	12	Neutral	Perception|Intimidation	Crossbow, light|Longsword|Longsword (2 Hand)|Dagger		Int	fighting style/Archery	Canada	CA	NN	NA	NA	Elf		Crossbow, Light|Longsword|Longsword|Dagger	gracious_varahamihira
7bad62e	b1878ba	c958b789e212cab820eafa21304de962	aefa7fe3	Firbolg	Outlander	2022-04-05T08:56:18Z	Artificer 3	Artificer	Battle Smith	3		28	16	14	12	17	20	11	8	Chaotic Neutral	Athletics|Arcana|Nature|Survival	Quarterstaff|Spear|Crossbow, Light|Spear Throw	Booming Blade*0|Green-Flame Blade*0|Alarm*1|Cure Wounds*1|Detect Magic (Racial) 1/SR*1|Faerie Fire*1|Identify*1|Jump*1|Disguise Self (Racial) 1/SR*1|Invisible (racial) 1/SR*1|Grease*1|Heroism*1|Shield*1	Int		NA	NA	CN	NA	NA	Firbolg	Booming Blade*0|Green-Flame Blade*0|Alarm*1|Cure Wounds*1|Detect Magic*1|Faerie Fire*1|Identify*1|Jump*1|Disguise Self*1|*|Grease*1|Heroism*1|Shield*1	Quarterstaff|Spear|Crossbow, Light|Spear	laughing_spence
924278a	41651ea	9f23cf1aedf4f2de7ac165848e5032b7	7dd1c911	Firbolg	Outlander	2022-04-05T01:58:04Z	Druid 3	Druid	Circle of Wildfire	3		18	14	14	12	10	14	16	10		Athletics|Arcana|Religion|Survival		Burning Hands*1|Cure Wounds*1|Flaming Sphere*2|Scorching Ray*2	Wis		NA	NA		NA	NA	Firbolg	Burning Hands*1|Cure Wounds*1|Flaming Sphere*2|Scorching Ray*2		festive_wing
		7f6ff0591e937ea06c70d8c2eb6e15a8	ab5576cb	Dragonborn	Hermit	2022-04-03T15:08:28Z	Barbarian 3	Barbarian	Path of the Ancestral Guardian	3		32	14	17	14	15	14	12	12		Religion|Medicine|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		Canada	CA		NA	NA	Dragonborn		Greataxe|Handaxe|Javelin	jovial_johnson
ac87645	acf58bc	7d863d705d9c2c9f3b6c5441fe046693	fbcea922	Protector Aasimar	Noble	2022-04-02T15:15:12Z	Bard 3	Bard	College of Creation	3		24	14	10	16	15	13	16	20		Arcana|History|Deception|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Persuasion*Performance	United States	US		NA	NA	Aasimar		Rapier|Dagger	kind_heisenberg
50c1851	44a132b	e643a25c75300490b0fb9b39967c8b6b	4cf202bc	Lightfoot Halfling	Entertainer	2022-04-02T00:42:07Z	Bard 3	Bard	College of Glamour	3		20	13	6	15	15	11	11	16	Chaotic Good	Acrobatics|Sleight of Hand|Intimidation|Performance|Persuasion	Rapier|Dagger	Vicious Mockery*0|Message*0|Tasha's hideous Laughter*1|Sleep*1|Charm Person*1|Disguise Self*1|Gift Of Gab*2|Invisibility*2	Cha	expertise/Performance*Intimidation	NA	NA	CG	NA	NA	Halfling	Vicious Mockery*0|Message*0|Tasha's Hideous Laughter*1|Sleep*1|Charm Person*1|Disguise Self*1|Gust of Wind*2|Invisibility*2	Rapier|Dagger	vibrant_nash
cae1ec2		43132164b1e178b1275eb6a0a62bfd03	d296748b	Human	Acolyte	2022-04-01T03:06:17Z	Sorcerer 3	Sorcerer	Divine Soul	3	Metamagic Adept	20	12	10	14	14	10	10	16		Arcana|Religion|Insight|Intimidation|Persuasion	Dagger|Dagger|Sling|Crossbow, Light	Cure Wounds*1	Cha	metamagic/Twinned Spell*Extended Spell*Transmuted Spell*Subtle Spell	NA	NA		NA	NA	Human	Cure Wounds*1	Dagger|Dagger|Sling|Crossbow, Light	priceless_ellis
	a539000	3dedfbaf7b17acc2fbc15b5d999be322	e046d6f0	High Elf	Noble	2022-03-29T17:16:05Z	Artificer 3	Artificer	Battle Smith	3		25	16	8	18	14	18	11	12	Chaotic Good	Arcana|History|Investigation|Perception|Persuasion	Crossbow, light|Dagger|Dagger	Mending*0|Mage Hand*0|Minor Illusion*0|Identify*1|Sanctuary*1|Heroism*1|Shield*1	Int		Canada	CA	CG	NA	NA	Elf	Mending*0|Mage Hand*0|Minor Illusion*0|Identify*1|Sanctuary*1|Heroism*1|Shield*1	Crossbow, Light|Dagger|Dagger	reverent_proskuriakova
		031fbb0a5f5fc1ad1e4efaa75ce13963	98e12fbb	Human	Criminal	2022-03-26T23:43:27Z	Rogue 3	Rogue	Mastermind	3	Observant	18	12	8	12	10	14	18	16		Stealth|Investigation|Insight|Perception|Deception|Persuasion	Rapier|Shortsword|Dagger		Int	expertise/Investigation*Insight	Canada	CA		NA	NA	Human		Rapier|Shortsword|Dagger	eager_stallman
	94db20f	4010eeced4ba5f397ae9606e15205c6c	037d9207	Human	Noble	2022-03-26T23:42:48Z	Rogue 3	Rogue	Swashbuckler	3	Defensive Duelist	26	15	10	18	14	10	10	14		Acrobatics|History|Insight|Perception|Intimidation|Performance|Persuasion	Rapier|Shortsword|Dagger		Int	expertise/Intimidation*Insight	Canada	CA		NA	NA	Human		Rapier|Shortsword|Dagger	mystifying_pasteur
	94db20f	8dedf7d03d69e0432e97476b080f05ea	e4709e82	Human	Charlatan	2022-03-26T23:27:32Z	Bard 3	Bard	College of Eloquence	3	Actor	18	11	8	10	10	16	16	18		Sleight of Hand|Insight|Perception|Deception|Performance|Persuasion	Rapier|Dagger	Prestidigitation *0|Minor Illusion*0|Disguise Self*1|Charm Person*1|Illusory Script*1|Silent Image*1|Detect Thoughts*2|Suggestion*2	Cha	expertise/Persuasion*Deception	Canada	CA		NA	NA	Human	Prestidigitation*0|Minor Illusion*0|Disguise Self*1|Charm Person*1|Illusory Script*1|Silent Image*1|Detect Thoughts*2|Suggestion*2	Rapier|Dagger	sweet_liskov
d5c080d	a4034e3	7ee31ff4f8aef23fbe058ce40a48c1f3	e6e140f3	Half-Orc	Acolyte	2022-03-26T21:37:00Z	Paladin 3	Paladin	Oath of Redemption	3		34	18	19	15	14	9	16	18		Athletics|Religion|Insight|Medicine|Intimidation	Morningstar	Sanctuary*1|Sleep*1	Cha	fighting style/Interception	NA	NA		NA	NA	Half-Orc	Sanctuary*1|Sleep*1	Morningstar	stupefied_panini
	b2fe838	2ecef36eb6867e0280d567f645c90da0	68071d6c	Half-Elf	Charlatan	2022-03-25T04:30:17Z	Bard 3	Bard	College of Eloquence	3		28	15	10	18	14	12	12	20		Sleight of Hand|Stealth|Perception|Deception|Intimidation|Persuasion	Rapier|Dagger		Cha	expertise/Stealth*Deception	Canada	CA		NA	NA	Half-Elf		Rapier|Dagger	bold_chatterjee
2df1620	56c9d0b	eeb3275a10217963a46edd83b13c3c91	c1629199	Forest Gnome	Urchin	2022-03-14T17:14:44Z	Rogue 3	Rogue	Swashbuckler	3		24	15	9	19	10	6	15	18		Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Sleight of Hand	United Kingdom	GB		NA	NA	Gnome		Rapier|Shortbow|Dagger	agitated_bartik
